14
1	2	90.00	0.000	0.000	0.000	1	1.030	0.000
2	1	40.00	0.000	21.700	22.700	1	1.010	0.000
3	1	0.000	0.000	94.200	29.000	1	1.010	0.000
4	0	0.000	0.000	47.800	3.900	1	1.000	0.000
5	0	0.000	0.000	7.600	15.600	1	1.000	0.000
6	1	50.00	0.000	11.200	10.500	1	1.020	0.000
7	0	0.000	0.000	0.000	0.000	1	1.000	0.000
8	1	30.00	0.000	0.000	0.000	1	1.010	0.000
9	0	0.000	0.000	29.500	26.600	1	1.000	0.000
10	0	0.000	0.000	9.000	15.800	1	1.000	0.000
11	0	0.000	0.000	3.500	10.800	1	1.000	0.000
12	0	0.000	0.000	6.100	15.600	1	1.000	0.000
13	0	0.000	0.000	13.500	15.800	1	1.000	0.000
14	0	0.000	0.000	14.900	15.000	1	1.000	0.000
