Colomn 1 2 3 4 5 6 7 8 9
Node-i Node-type(0-PQ, 1-PV, 2-slack) Pin Qin Pout Qout Area Vm Va
1	0	0.000	0.000	97.600	44.200	1	1.039	-13.537
2	0	0.000	0.000	0.000	0.000	1	1.048	-9.785
3	0	0.000	0.000	322.000	2.400	1	1.031	-12.276
4	0	0.000	0.000	500.000	184.000	1	1.004	-12.627
5	0	0.000	0.000	0.000	0.000	1	1.006	-11.192
6	0	0.000	0.000	0.000	0.000	1	1.008	-10.408
7	0	0.000	0.000	233.800	84.000	1	0.998	-12.756
8	0	0.000	0.000	522.000	176.600	1	0.998	-13.336
9	0	0.000	0.000	6.500	-66.600	1	1.038	-14.178
10	0	0.000	0.000	0.000	0.000	1	1.018	-8.171
11	0	0.000	0.000	0.000	0.000	1	1.013	-8.937
12	0	0.000	0.000	8.530	88.000	1	1.001	-8.999
13	0	0.000	0.000	0.000	0.000	1	1.015	-8.930
14	0	0.000	0.000	0.000	0.000	1	1.012	-10.715
15	0	0.000	0.000	320.000	153.000	1	1.016	-11.345
16	0	0.000	0.000	329.000	32.300	1	1.033	-10.033
17	0	0.000	0.000	0.000	0.000	1	1.034	-11.116
18	0	0.000	0.000	158.000	30.000	1	1.032	-11.986
19	0	0.000	0.000	0.000	0.000	1	1.050	-5.410
20	0	0.000	0.000	680.000	103.000	1	0.991	-6.821
21	0	0.000	0.000	274.000	115.000	1	1.032	-7.629
22	0	0.000	0.000	0.000	0.000	1	1.050	-3.183
23	0	0.000	0.000	247.500	84.600	1	1.045	-3.381
24	0	0.000	0.000	308.600	-92.200	1	1.038	-9.914
25	0	0.000	0.000	224.000	47.200	1	1.058	-8.369
26	0	0.000	0.000	139.000	17.000	1	1.053	-9.439
27	0	0.000	0.000	281.000	75.500	1	1.038	-11.362
28	0	0.000	0.000	206.000	27.600	1	1.050	-5.928
29	0	0.000	0.000	283.500	26.900	1	1.050	-3.170
30	1	250.000	0.000	0.000	0.000	1	1.050	-7.370
31	2	677.871	0.000	9.200	4.600	1	0.982	0.000
32	1	650.000	0.000	0.000	0.000	1	0.984	-0.188
33	1	632.000	0.000	0.000	0.000	1	0.997	-0.193
34	1	508.000	0.000	0.000	0.000	1	1.012	-1.631
35	1	650.000	0.000	0.000	0.000	1	1.049	1.777
36	1	560.000	0.000	0.000	0.000	1	1.064	4.468
37	1	540.000	0.000	0.000	0.000	1	1.028	-1.583
38	1	830.000	0.000	0.000	0.000	1	1.026	3.893
39	1	1000.000	0.000	1104.000	250.000	1	1.030	-14.535
